Key,Context,Example,Source,de,es,fr,ja,ko,pt,zh-hans,zh-hant
TutorialHeroPrep,,,"The monsters get some time before the round starts to build the dungeon. This is a great time to sell excess gear, outfit your hero, and shop!","Die Monster haben etwas Zeit, bevor die Runde beginnt, um den Dungeon zu bauen. Dies ist ein guter Zeitpunkt, überflüssige Ausrüstung zu verkaufen, deine Helden auszustatten und zu shoppen!",,"Les monstres ont un peu de temps avant le début de la partie pour construire le donjon. C'est le moment parfait pour vendre ce que tu as en trop, équiper ton héros et faire des achats !",,"몬스터는 던전을 제작하기 전에 어느 정도 시간이 있습니다. 여분의 장비를 팔거나 영웅을 꾸미거나, 쇼핑을 하기에 아주 좋은 시간이죠!",,,在遊戲開始前，怪物會有時間建造地域。你可以使用這個時間賣掉多出的裝備、打扮你的英雄和購物。
TrapDoorsDescription,,,The way out,Der Weg nach draußen,The way out,La sortie,出口,나가는 길,A Saída,出路,出口
ThrowAwayConfirmation,,Throw away Helmet of the Bear?,Throw away {item}?,{item} wegwerfen?,Throw away {item}?,Jeter {item}?,{item}を捨てますか？,{item} 아이템을 버릴까요?,Jogar {item} fora?,确定扔掉{item}？,要丟棄{item}嗎？
Titan,,player rank,Titan,Titan,Titan,Titan,巨人,거인,Titã,泰坦,泰坦
strAdjectiveFP4,,female plural,Titan,Titanhafter,Titan,titanesque,,거인,Titã,泰坦,泰坦
TotalPartyKill,,A total party kill or TPK is D&D nerd speak for all the heroes dying,"Total Party Kill!
Starting over with new heroes","Totaler Gruppen-Kill!
Neustart mit neuen Helden","Todo el partido estaba matado!     
 Continuando con nuevos heroes","Groupe éliminé!
Redémarrage avec de nouveaux héros","パーティー全滅！
ヒーローを選んでやり直そう","모두 죽었습니다!
새 영웅으로 다시 시작하는 중","Todos os heróis morreram!
Começando com novos heróis","团灭！
选择新英雄重新开始","全數殲滅！
以新英雄重新開始"
TimeInvested,,,Total Time Played,Gesamtspielzeit,Total Time Played,Total temps de jeu,プレイ時間の合計,총 플레이 시간,Tempo total jogado,总游戏时间：,遊玩總時數
,,,Total built in level: {number1}/{number2},,,,,,,,
FurnishingsTotal,,Total built on floor: 2/3,Total built on floor: {1:int}/{2:int},Insgesamt gebaut auf Ebene: {1:int}/{2:int},Total construido en este piso: {1:int}/{2:int},Construction à cet étage: {1:int}/{2:int},フロアにビルドした合計: {1:int}/{2:int},층 내 총 제작품: {1:int}/{2:int},Total construido no andar: {1:int}/{2:int},总建筑数：{1:int}/{2:int},關卡中建造總數：{1:int}/{2:int}
conAdjectiveFP2,,female plural,Tough,Zäh,Resistente,Endurance,,끈기의,Resistente,坚韧,堅韌
conAdjectiveMS2,,male singular,Tough,Zäher,Resistente,coriace,丈夫な,끈기의,Resistente,坚韧,堅韌
conNoun2,,,Toughness,Zähigkeit,Resistencia,Résistance,丈夫さ,끈기,Resistência,韧性,韌性
Transform,,change from animal to human or back,Transform,Verwandlung,Transformar,Transformation,変身,변환,Transformar,转换,變身
Trap,,"category of furniture includes trapped chests, poison fountains, pits",Trap,Falle,Trampa,Piège,トラップ,함정,Armadilha,陷阱,陷阱
TrappedChest,,,Trapped Chest,Fallentruhe,Tesoro de Trampa,Coffre piégé,トラップつき宝箱,함정 상자,Armadilha de Tesouro,陷阱箱,陷阱箱
Treasure,,category of furniture includes chests and barrels of gold,Treasure,Schatz,Tesoro,Trésor,お宝,보물,Tesouro,宝藏,寶藏
Chest,,,Treasure Chest,Schatztruhe,Cofre de Tesoro,Coffre au trésor,宝箱,보물 상자,Baú de Tesouro,宝箱,寶箱
ScytheTribladeBlue,,,Triblade Scythe,Dreiklingensense,guadaña de tres espadas,Faux trilame,トリプルブレードの大がま,삼중날 낫,Foice Triblade,三刃镰,三刃鐮刀
Tutorial,,,Tutorial,Tutorial,Tutorial,Didacticiel,チュートリアル,튜토리얼,Tutorial,教程,教學
SkinTypeAxe2H,,,Two Handed Axe,Zweihandaxt,Hacha de Dos Filos,Hache à deux mains,両手オノ,양손 도끼,Machado de Duas Mãos,双手斧,雙手斧
SkinTypeSword2H,,,Two Handed Sword,Zweihandschwert,Espada de Dos Filos,Épée à deux mains,両手剣,양손 검,Espada de Duas Mãos,双手剑,雙手劍
,,,Unassigned,,,,,,,,
Rarity2,,,Uncommon,Ungewöhnlich,Incomun,Peu commun,アンコモン,비범,Incomum,罕见,罕見
Underhaven,,Name of a town in the game,Underhaven,Underhaven,,Underhaven,,지하 은신처,Refúgio Subterrãneo,,地下聖所
,,,Unlock,,,,,,,,
,,,Unlock hero slot,Heldenplatz freischalten,Unlock hero slot,Débloquer emplacement héros,ヒーロースロットをアンロック,영웅 슬롯 열기,Desbloquear Espaço de Herói,解锁英雄槽,解除英雄欄位的鎖定
SkinTypeUnskinnable,,,Unskinnable,Nicht skinbar,Unskinnable,Peau dure,スキンにできません,스킨 적용 불가,Inflexível,无法添加皮肤,無外觀
conAdjectiveFP3,,female plural,Unyielding,Unnachgiebige,Unyielding,inflexibles,固い,불굴의,Inflexíveis,不屈的,堅固
conAdjectiveFS3,,female singular,Unyielding,Unnachgiebiger,Unyielding,inflexible,,불굴의,Inflexível,不屈的,堅固
RogueDescription,,,Usually stays back and fights from a distance,Hält sich üblicherweise im Hintergrund und kämpft aus der Ferne,Usually stays back and fights from a distance,"En général, reste en arrière et se bat à distance.",少し離れて、遠隔攻撃するのが一般的。,주로 한 발짝 물러서서 원거리에서 싸웁니다,Usualmente fica de longe e luta de uma distáncia,时刻保持距离，从远处发动进攻,一般都在後方從遠處攻擊
,,"Very Important Player - needs to be a small word or acronym, used in small places",VIP,VIP,VIP,VIP,VIP,VIP,VIP,VIP,VIP
,,,VIP Pass,VIP-Pass,VIP Pass,Passe VIP,VIPパス,VIP 패스,Passagem VIP,VIP通行证,VIP 通行證
conNoun3,,,Vitality,Vitalität,Vitalidad,Vitalité,活力,활력,Vitalidade,活力,活力
fireAdjectiveFP4,,female plural,Volcano,Vulkanische,Volcan,volcaniques,火山のような,화산,Vulcões,火山,火山
fireAdjectiveFS4,,female singular,Volcano,Vulkanischer,Volcan,volcanique,,화산,Vulcão,火山,火山
Vote For Dungeon,,,Vote For Dungeon,Für Dungeon abstimmen,,Vote pour Dungeon,,던전 투표하기,,,地域投票
Warrior,,,Warrior,Krieger,Guerrero,Guerrier,ウォーリアー,전사,Guerreiro,战士,戰士
WaterFeature,,category of furniture includes fountains,Water Feature,Wasserhaftes,Water Feature,Eau,噴水など,분수,Característica de água,水景,流水
,,,Wear,Anziehen,Poner,Porter,身につける,착용,Vestir,衣着,穿戴
TutorialWelcome2,,,"Welcome to Dungeon Life!
Dungeon Life is a game where we take turns playing monsters and heroes fighting in a dungeon.
Monsters are weak but keep respawning and can build stuff.
Heroes are strong and resourceful but once they're dead their turn is over.","Willkommen bei Dungeon Life! Dungeon Life ist ein Spiel, in dem wir abwechselnd Monster und Helden spielen, die in einem Dungeon kämpfen. Monster sind schwach, aber sie respawnen immer wieder und können Sachen bauen. Helden sind stark und einfallsreich, aber wenn sie tot sind, ist ihre Runde vorbei.",,"Bienvenue sur Dungeon Life, le jeu où on est parfois un monstre et parfois un héros qui se batte dans un donjon. Les monstres sont faibles mais n'arrêtent pas de respawn et de construire des pièges. Les héros sont forts et pleins de ressources mais une fois mort, la partie est finie.",,"Dungeon Life에 온 걸 환영해요! Dungeon Life는 몬스터와 영웅을 번갈아 맡으며 던전에서 싸우는 게임입니다. 몬스터는 약하지만 계속해서 회생할 수 있고, 여러 가지를 제작할 수 있어요. 영웅은 강력하고 여러 자원을 사용할 수 있지만 한번 죽으면 끝이죠.",,"欢迎来到《Dungeon Life》! 
在这个游戏中，我们会轮流成为怪兽和英雄，一起在地下城战斗。
怪物虽然能力较弱，不过可以一直重生和盖东西。
英雄能力强大、能善用资源，但是死亡一次就不能复活。",歡迎來到 Dungeon Life! 在這裡，我們會輪流成為怪獸和英雄在地城戰鬥。怪物雖然能力較弱，不過可以一直重生和蓋東西。英雄能力強大、能善用資源，但是死亡一次就不能復活。
TutorialWelcome,,Show you the ropes an idiom for 'teach you how' or 'give you an introduction',"Welcome to Dungeon Life!
Let's show you the ropes.","Willkommen bei Dungeon Life!
Legen wir mit den Grundlagen los.","Bienvenido a Dungeon Life!
Vamos a enseñarte a jugar.","Bienvenue dans Dungeon Life!
On va t'apprendre les règles du jeu.","Dungeon Lifeへようこそ！
最初に、簡単な説明をするね。","Dungeon Life에 오신 것을 환영합니다!
몇 가지 팁을 알려드릴게요.","Bem-Vindo á Dungeon Life!
Vamos ensinar a você como jogar!","欢迎来到《Dungeon Life》！
让我来告诉你一些窍门吧。","歡迎來到《Dungeon Life》！
教你一些竅門吧。"
Werewolf,,,Werewolf,Werwolf,Werewolf,Loup-garou,ウェアウルフ,늑대인간,Lobisomem,狼人,狼人
SpawnWerewolf,,,Werewolf Den,Werwolfbau,Werewolf Den,Tanière de loup-garou,ウェアウルフの巣穴,늑대인간 소굴,Covil de Lobisomem,狼人巢穴,狼人巢穴
CrossbowOrnate,,,Westland Crossbow,Westlandarmbrust,Westland Crossbow,Arbalète occidentale,西国のクロスボウ,웨스트랜드 석궁,Besta de Westland,西境十字弓,西洋十字弓
SwordKnotwork,,,Westland Sword,Westlandschwert,espada de Westland,Épée occidentale,西国の剣,웨스트랜드 검,Espada de Westland,东境之剑,西洋劍
,PlayerGui.NoResetGui.FeedbackPanel.Main.Message,,What do you think of Dungeon Life overall?,Wir gefällt dir Dungeon Life alles in allem?,What do you think of Dungeon Life overall?,Que penses-tu de Dungeon Life?,Dungeon Lifeはどんな感じ？,Dungeon Life에 대해 어떻게 생각하세요?,O que voce acha sobre Dungeon Life em geral?,你对《Dungeon Life》的整体印象如何？,你覺得《Dungeon Life》整體來說怎麼樣呢？
StoreChanges,,,"What's in the shop changes every day, and different heroes are offered different items. Check with each of your heroes, and check back tomorrow!","Was sich im Laden befindet, ändert sich jeden Tag und verschiedenen Helden werden verschiedene Gegenstände angeboten. Überprüfe das mit jedem Ihrer Helden und schaue morgen wieder vorbei!",,Les objets de la boutique changent tous les jours et les différents héros n'ont pas les mêmes choix. Teste avec chacun de tes héros et reviens demain !,,"상점의 품목은 매일 바뀌고, 영웅에 따라 여러 다른 아이템을 살 수 있어요. 영웅별로 상점을 둘러보고, 내일도 들르세요!","O que está na Loja muda todos os dias, e para outros Heróis é oferecido diferentes itens. Veja com cada um de seus Heróis! também veja amanha!",商店的道具每天都会更换，不同的英雄可以购买不同的道具，每天都可以使用所有英雄看一次商店！,商店的道具每天都會更換，不同的英雄可以購買不同的道具，每天都可以使用所有英雄看一次商店！
TutorialSpawn,,,When you build a monster spawn point you become that monster. Let's build an Orc Spawn.,"Wenn du einen Monster-Spawnpunkt baust, wirst du zu diesem Monster. Lass uns einen Ork-Spawn bauen.",When you build a monster spawn point you become that monster. Let's build an Orc Spawn.,"Quand tu construis un point de génération de monstre, tu deviens celui-ci. Construirons un point d'apparition d'orque.",モンスターがスポーンする場所を作る（ビルドする）と、その場所で君がそのモンスターになれる。オークのスポーンをビルドしてみよう。,몬스터 생성 지점을 제작하면 그 몬스터가 됩니다. 오크 생성 지점을 제작해봅시다.,Quando você constrói um spawn point de monstro voce vira esse monstro. Vamos construir um spawn de Orc.,当你建造出一个怪物巢穴后，你就会变成该怪物。让我们建造一个兽人巢穴,建造了怪物重生點後，你就會變成該怪物。建造一個半獸人重生點吧。
LowLevelServerDesc,,,"Where most players play, levels {minlevel:int} to {maxlevel:int}.","Wo die meisten Spieler sind, Levels {minlevel:int} bis {maxlevel:int}.",,"Rassemble la majorité des joueurs, niveaux {minlevel:int} à {maxlevel:int}.",,대부분의 플레이어를 위한 레벨 {minlevel:int}부터 {maxlevel:int}.,"Onde a Maioria dos jogadores jogam, do Nível {minlevel:int} até {maxlevel:int}",大部分玩家所在的地方，等级 {minlevel:int} 到 {maxlevel:int}。,大部分玩家所在的地方，等級 {minlevel:int} 到 {maxlevel:int}。
coldNoun4,,,Winter,Winter,Invierno,Hiver,ウィンター,겨울,Inverno,冬天,冬季
Winter's Crypt,,,Winter's Crypt,Wintergruft,Winter's Crypt,Crypte hivernale,冬の地下室,겨울 지하실,Cripta do Inverno,冬天的冰窖,冬季地穴
WoodChair,,,Wood Chair,Holzstuhl,Wood Chair,Chaise en bois,木製の椅子,나무 의자,Cadeira de Madeira,木质椅子,木椅
WoodTable,,,Wood Table,Holztisch,Wood Table,Table en bois,木製のテーブル,나무 테이블,Mesa de Madeira,木质桌子,木桌
,,,X:,,,,,,,,
,,,XXX (Novice),,,,,,,,
,,,Yes,Ja,Sí,Oui,はい,예,Sim,是,是
AllYouNeed,,they've maxed out a particular blueprint or skin,You already have all you need,Du hast bereits alles Nötige,You already have all you need,Tu as déjà tout le nécessaire.,これ以上、必要なものは無さそうだ,이미 필요한 물건을 전부 가지고 있습니다,Você já tem tudo que você precisa,你已经拥有了全部所需物品,已擁有所需的全部物品
MsgWelcomeDungeonLord,,,"You are a Dungeon Lord. For now, you can build but not fight. If you want to fight build a monster spawn.","Du bist ein Dungeon Lord. Fürs Erste kannst du nur bauen und nicht kämpfen. Wenn du das möchtest, musst du ein Monster-Spawn bauen.","You are a Dungeon Lord. For now, you can build but not fight. If you want to fight build a monster spawn.","Tu es un seigneur de donjon. Pour l'instant, tu peux construire, mais pas te battre. Si tu veux te battre, construis un point de génération de monstre.",ダンジョンマスター。いまの君にできるのは、戦いではなく「ビルド」だ。戦いたいなら、モンスターのスポーンをビルドしてくれ。,던전 군주가 되었습니다. 지금은 전투가 아니라 제작만 할 수 있습니다. 전투를 시작하려면 몬스터 생성 지점을 제작하세요.,"Você é um Lorde da Dungeon. Por agora, você pode construir mas não lutar. Se voce quiser lutar construa um spawn de monstro.",你是个地下城领主。目前你只能进行建造并不能战斗。如果你想要战斗，就去建造一个怪物巢穴吧,你現在是地城領主，暫時只能進行建造，無法參與戰鬥。如果想戰鬥，請建造一個怪物重生點吧。
MsgIdentifyMonster,,You are a level 3 Gremlin. Outfit the dungeon and fight the heroes!,You are a level {level:int} {class}. Outfit the dungeon and fight the heroes!,Du bist {class} der Stufe {level:int}. Statte den Dungeon aus und bekämpfe die Helden!,You are a level {level:int} {class}. Outfit the dungeon and fight the heroes!,Tu es {class} de niveau {level:int}. Équipe le donjon et affronte les héros!,レベル{level:int}の{class}になった。ダンジョンの中でビルドして、ヒーローと戦おう！,레벨 {level:int} {class}입니다. 던전에 갈 준비를 하고 영웅과 싸워봅시다!,Você é um {class} nível {level:int}. Veste o calabouço e lute contra os heróis!,你是一个{level:int}级的{class}。武装起来去与英雄战斗吧！,你現在是等級 {level:int} {class}。布置地城並和英雄戰鬥吧！
InviteToOtherServer,,,"You are in a server for heroes up to level {currentserverlevel:int}.
Switch to {destservername}?","Du bist auf einem Server für Helden mit einer Stufe bis zu {currentserverlevel:int}.
Zu {destservername} wechseln?","You are in a server for heroes up to level {currentserverlevel:int}.
Switch to {destservername}?","Tu es sur un serveur pour les héros jusqu'au niveau {currentserverlevel:int}.
Passer sur le serveur {destservername}?","このサーバーには、最大レベル{currentserverlevel:int}のヒーローがいる
{destservername}に移動する？","이 서버에 입장 가능한 최대 영웅 레벨은 {currentserverlevel:int}입니다.
{destservername} 서버로 바꾸시겠습니까?",Você está em um servidor de heróis até {currentserverlevel:int}.Trocar para {destservername}?,"当前服务器中英雄的等级最高可以达到{currentserverlevel:int}级。
要跳转到{destservername}吗？","目前所在的伺服器適合等級 {currentserverlevel:int} 以上的英雄。
要切換到 {destservername} 嗎？"
FurnishingsYouBuilt,,You built: 1/3,You built: {1:int}/{2:int},Gebaut: {1:int}/{2:int},You built: {1:int}/{2:int},Tu as construit: {1:int}/{2:int},ビルドしたもの: {1:int}/{2:int},내 제작품: {1:int}/{2:int},Você construiu: {1:int}/{2:int},已建造：{1:int}/{2:int},已建造：{1:int}/{2:int}
LootThanksToBoost,,,You got this loot thanks to boost! Buy more?,Diese Beute hast du einem Boost zu verdanken! Mehr kaufen?,You got this loot thanks to boost! Buy more?,Tu as eu ce butin grâce au boost! Acheter encore?,ブーストのおかげでたくさんもらえたね！もっと買う？,부스트 덕분에 약탈에 성공했어요! 더 구매할까요?,Você conseguiu este loot graças ao boost! Comprar mais?,多亏了强化效果你才得到了这份战利品！再多买一些？,因為有強化你才能獲得這個戰利品！要購買更多嗎？
,,,You got...,Du erhältst ...,You got...,Tu as eu...,ゲットしたのは...,획득...,Você conseguiu...,你已有……,你得到了...
MsgAuraOfDefense,,,"You have accompanied a much more experienced hero into a dangerous dungeon. Avoid the higher level monsters if you can, let the high level hero handle them! As a reward for your bravery you have been enchanted with an Aura of Defense.","Du bist einem Helden mit viel mehr Erfahrung in einen gefährlichen Dungeon gefolgt. Meide möglichst Monster höherer Stufen, um die soll sich dein erfahrener Begleiter kümmern! Als Belohnung für deine Tapferkeit wurdest du mit einer Verteidigungsaura verzaubert.","You have accompanied a much more experienced hero into a dangerous dungeon. Avoid the higher level monsters if you can, let the high level hero handle them! As a reward for your bravery you have been enchanted with an Aura of Defense.","Tu as accompagné un héros bien plus expérimenté dans un donjon dangereux. Évite les monstres de niveau supérieur à tout prix. Laisse le héros de haut rang s'en occuper! En récompense de ton courage, tu as reçu le sort Aura de défense.",危険なダンジョンだけど、自分よりずっと経験豊富なヒーローと一緒に行けることになった。レベルの高いモンスターはなるべく避けて、仲間になんとかしてもらおう！このダンジョンに挑戦した勇気をたたえて、君には「防御のオーラ魔法」がかかっているよ。,훨씬 더 숙련된 영웅과 함께 위험한 던전에 들어오셨군요. 가능한 한 더 높은 레벨의 몬스터는 피하고 높은 레벨의 영웅에게 맡기세요! 용기에 대한 보상으로 방어의 오라를 부여해드렸습니다!,"Você está acompanhado por um herói muito mais experiente em um calabouço perigoso. Se afaste de qualquer monstro de nível alto se voce conseguir, deixe o herói de nível alto segura-los! Como um prêmio de sua bravura voce foi encantado com uma Aura de Defesa.",你已经跟随着一个超高等级的英雄进入了地下城。尽量避开等级比你高的怪物，让高等级的英雄去对付它们！作为对你勇气的嘉奖，你将获得一个防御光环,有位經驗豐富的英雄和你一起進入了危險的地城。盡可能躲避高等怪物，把它們交給等級較高的英雄解決！為了表揚你的英勇，你獲得了防禦光環。
TutorialBlueprintsCrate,,,You have enough Rubies to buy a Crate. Let's do it! Open the Store and buy the Blueprints Crate.,Du hast genug Rubine für eine Kiste. Also los! Öffne den Shop und kauf die Entwürfekiste.,You have enough Rubies to buy a Crate. Let's do it! Open the Store and buy the Blueprints Crate.,Tu as assez de rubis pour acheter un coffre. C'est parti! Ouvre la boutique et achète le coffre de plans.,十分なルビーが溜まったね。箱が買えるよ！ストアを開いて、設計図の箱を買ってみよう。,궤짝을 살 수 있는 루비가 충분합니다. 상점을 열고 설계도 궤짝을 구매하세요!,Você tem Rubis o sufuciente para comprar uma Caixa. Vamos lá! Abra a loja e compre uma Caixa de Diagramas,你所拥有的红宝石够买一个箱子了。还等什么！打开商店去购买图纸箱吧,你有足夠的紅寶石可以購買木箱了。快去買吧！開啟「商店」即可購買「設計圖木箱」。
TutorialDungeonLord,,,"You start on the monster team as a Dungeon Lord. Right now your job is to outfit the dungeon.
You get Rubies and Dungeon Points for building things that are marked in green. Let's make a Treasure Chest for the heroes to find. Open up the build menu.","Als Dungeon Lord beginnst du im Monster-Team. Erst einmal ist es dein Job, den Dungeon auszustatten.
Für den Bau grün markierter Dinge erhältst du Rubine und Dungeon-Punkte. Erstellen wir eine Schatztruhe, die die Helden finden können. Öffne das Bauen-Menü.","You start on the monster team as a Dungeon Lord. Right now your job is to outfit the dungeon.
You get Rubies and Dungeon Points for building things that are marked in green. Let's make a Treasure Chest for the heroes to find. Open up the build menu.","Tu commences dans l'équipe des monstres en tant que seigneur de donjon.
Tu obtiens des rubis et des points de donjon pour avoir construit les éléments indiqués en vert. Faisons un coffre au trésor pour les héros. Ouvre le menu Construire.","ではこれから、モンスター同士のチーム... チーム「ダンジョンマスター」として戦いを始める。最初の仕事は、ダンジョンに仕掛けを作る（ビルドする）ことだ。
緑色で表示されているアイテムをビルドすると、ルビーやダンジョンポイントが手に入る。手始めに、ヒーローたちが見つける宝箱を作ってみよう。ビルドメニューを開いて...","몬스터 팀의 던전 군주로 시작합니다. 지금 해야 할 일은 던전을 준비하는 거예요.
초록색으로 표시된 것을 제작하면 루비와 던전 포인트를 획득합니다. 영웅이 찾을 보물상자를 만들어볼까요. 제작 메뉴를 열어보세요.",Você começa no time dos monstros como um 'Lorde da Dungeon'. Agora mesmo seu trabalho é vestir o calabouço. Você ganha Rubis e Pontos Dungeon por construir coisas que estão marcados em verde. Vamos fazer um baú de tesouro para os heróis encontrarem. Abra o menu de construção.,"游戏开始时你将作为怪物一方的地下城领主。现在你的任务就是将地下城武装起来。
通过建造带有绿色标记的建筑，你可以获得红宝石和地下城积分。让我们制作一个宝箱供英雄搜寻吧。打开“建造”菜单。","你會先作為怪物隊伍的地城領主開始遊戲。現在你的任務是布置地城。
建造標示為綠色的物品即可獲得紅寶石和地城點數。建造一個寶箱來讓英雄尋寶吧。請開啟建造選單。"
SpawnDaemonDescription,,,You will immediately respawn as a crystal demon! This can only happen once per level,Du spawnst direkt wieder als Kristalldämon! Das ist nur einmal pro Level möglich,You will immediately respawn as a crystal demon! This can only happen once per level,Tu réapparaîtras immédiatement en tant que démon de cristal! Possible 1 fois par niveau uniquement.,1レベル1回きりの復活チャンス！すぐにクリスタルデーモンとしてリスポーンするよ！,즉시 크리스탈 데몬으로 재생성됩니다! 레벨 당 한 번만 할 수 있습니다,Você imediatamente irá nascer como um Demônio de Cristal! Isso pode apenas acontecer uma vez por nivel.,你将立即重生为水晶恶魔！每层只可触发一次,你即將重生為水晶惡魔！每個關卡僅能重生一次
SpawnCyclopsDescription,,,You will immediately respawn as a cyclops! This can only happen once per level,Du spawnst direkt wieder als Zyklop! Das ist nur einmal pro Level möglich,You will immediately respawn as a cyclops! This can only happen once per level,Tu réapparaîtras immédiatement en tant que cyclope! Possible 1 fois par niveau uniquement.,1レベル1回きりの復活チャンス！すぐにサイクロプスとしてリスポーンするよ！,즉시 외눈박이로 재생성됩니다! 레벨 당 한 번만 할 수 있습니다,Você imediatamente irá nascer como um Ciclope! Isso pode apenas acontecer uma vez por nivel.,你将立即重生为独眼巨人！每层只可触发一次,你即將重生為獨眼巨人！每個關卡僅能重生一次
SpawnCyclopsSuperDescription,,,You will immediately respawn as a cyclops! This can only happen once per level,Du spawnst direkt wieder als Zyklop! Das ist nur einmal pro Level möglich,You will immediately respawn as a cyclops! This can only happen once per level,Tu réapparaîtras immédiatement en tant que cyclope! Possible 1 fois par niveau uniquement.,,즉시 외눈박이로 재생성됩니다! 레벨 당 한 번만 할 수 있습니다,Você imediatamente irá nascer como um Ciclope! Isso pode apenas acontecer uma vez por nivel.,你将立即重生为独眼巨人！每层只可触发一次,你即將重生為獨眼巨人！每個關卡僅能重生一次
SpawnDragonDescription,,,You will immediately respawn as a dragon! This can only happen once per level,Du spawnst direkt wieder als Drache! Das ist nur einmal pro Level möglich,You will immediately respawn as a dragon! This can only happen once per level,Tu réapparaîtras immédiatement en tant que dragon! Possible 1 fois par niveau uniquement.,1レベル1回きりの復活チャンス！すぐにドラゴンとしてリスポーンするよ！,즉시 용으로 재생성됩니다! 레벨 당 한 번만 할 수 있습니다,Você imediatamente irá nascer como um Dragão! Isso pode apenas acontecer uma vez por nivel.,你将立即重生为龙！每层只可触发一次,你即將重生為魔龍！每個關卡僅能重生一次
HeroExpressLine,,,You're now in the hero express line!,Du bist nun in der Expressheld-Schlange!,You're now in the hero express line!,Tu es maintenant dans la file Héros express!,ヒーローエクスプレス、発動中...！,현재 영웅 이용권을 사용 중입니다!,Agora você está na linha do Expresso de Herói!,你现在已经在英雄速递的队列中了！,你正在使用英雄變身券！
,,,You've built: {number1}/{number2},,,,,,,,
FurnishingBlueprintMax,,You've used all your Pit Trap blueprints this floor,You've used all your {1} blueprints this floor,Du hast auf dieser Ebene alle deine {1} Entwürfe verwendet,You've used all your {1} blueprints this floor,Tu as utilisé tous tes plans de {1} à cet étage,このフロアで使える{1}の設計図は、もう全部使ったよ,이 층에서 설계도 {1}개를 전부 사용했습니다,Você usou todos seus {1} diagramas neste andar.,你已经用掉了该层所有的{1}图纸,已用完本關卡中的全部 {1} 張設計圖
MsgTooHighLevel,,,Your hero's level is too high for your companions. You have been temporarily nerfed to balance things out.,"Dein Level ist für deine Gefährten zu hoch. Du wurdest vorläufig abgeschwächt, um die Dinge auszugleichen.",,Ton niveau est trop élevée par rapport à tes compagnons. T'as été nerfé pour un peu contre-balancer tout ça.,,영웅의 레벨이 동지들에 비해 너무 높네요. 밸런스를 맞추기 위해 일시적으로 능력이 약화되었어요.,,你的英雄等级高于同伴过多，为了游戏平衡已将你的英雄能力减弱。,你的英雄等級高於同伴過多，為了遊戲平衡已將你的英雄能力減弱。
,,dialog box displayed when it's your turn to play a hero,"Your turn to be a hero! Do you want to be a hero?
(Your Dungeon Points will reset.)","Du verwandelst dich in einen Helden! Möchtest du ein Held sein?
(Deine Dungeon-Punkte werden zurückgesetzt.)","Your turn to be a hero! Do you want to be a hero?
(Your Dungeon Points will reset.)","À ton tour d'être héros! Veux-tu être un héros?
(Tes points de donjon seront réinitialisés.)","今度は君がヒーローだ！このまま進んで大丈夫？
（ダンジョンポイントがリセットされます）","영웅이 될 차례입니다! 영웅이 되고 싶나요?
(던전 포인트가 없어집니다.)",Seu turno de ser herói! Voce quer ser herói? (Seus Pontos Dungeon serão resetados.),轮到你了，你想要成为一个英雄吗？（你的地下城积分将会重置）,"輪到你當英雄了！想成為英雄嗎？
(你的地城點數將重設。)"
Zombie,,,Zombie,Zombie,Zombi,Zombie,ゾンビ,좀비,Zumbi,僵尸,殭屍
SpawnZombie,,,Zombie Experiment,Zombie-Experiment,Zombie Experiment,Expérience zombie,ゾンビ研究所,좀비 실험,Experimento Zumbi,僵尸实验,殭屍實驗室
,,,close debug menu,,,,,,,,
Curse Wisp Gender,,,f,f,,f,,f,,f,女
Damage Wisp Gender,,,f,f,,f,,f,,f,女
Heal Spell Gender,,just m or f for the gender of its translation,m,m,m,m,m,m,m,m,m
Staff Gender,,just m or f for the gender of its translation,m,f,m,f,,m,m,m,m
ToolSuffixFormat1,,"suffix of one noun passed to the ToolNameFormat, such as 'of the Bear' or 'of Flame'",of {noun1},v. {noun1},of {noun1},de {noun1},{noun1}の,- {noun1},do {noun1},的{noun1},{noun1}
ToolSuffixFormat2,,"suffix of two nouns passed to ToolNameFormat, such as 'of the Bear and Flame'",of {noun1} and {noun2},v. {noun1} und {noun2},of {noun1} and {noun2},de {noun1} et {noun2},{noun1}と{noun2}の,- {noun1} {noun2},do {noun1} e {noun2},的{noun1}和{noun2},{noun1}{noun2}
,,,open debug menu,,,,,,,,
NumberGearSlots,,15 Gear Slots,{1:int} Gear Slots,{1:int} Ausrüstungsplätze,{1:int} Gear Slots,{1:int} emplacements équipement,ギアスロットの数: {1:int},장비 슬롯 {1:int}칸,{1:int} Espaços de Ferramenta,{1:int}装备槽,{1:int} 個裝備欄位
GoldAmount,,200 Gold,{1:int} Gold,{1:int} Gold,,{1:int} or,,금 {1:int}개,{1:int} Ouros,{1:int} 金币,{1:int} 黃金
HoursBoost,,6 Hours Boost,{1:int} Hours Boost,{1:int} Std.-Boost,{1:int} Hours Boost,Boost {1:int} heures,{1:int}時間ブースト,{1:int}시간 부스트,Boost de {1:int} Horas,{1:int}小时加成,{1:int} 小時強化
MinutesBoost,,15 Minutes Boost,{1:int} Minutes Boost,{1:int} Min.-Boost,{1:int} Minutes Boost,Boost {1:int} minutes,{1:int}分ブースト,{1:int}분 부스트,Boost de {1:int} Minutos,{1:int}分钟加成,{1:int} 分鐘強化
